house_location,price,rooms,bedrooms,baths,levels,basement,garage,suburb,school_dist,mls,house_type,firm,firm_phone,agent,agent_phone,house_description,construction,heating,cooling,fireplace,gas,water,sewer,lot_dimensions,condo_level,hoa_fee,semiannual_taxes,bath_1_dimension,bath_1_level,bath_2_dimension,bath_2_level,bedroom_2_dimension,bedroom_2_level,bedroom_3_dimension,bedroom_3_level,dining_dimension,dining_level,family_dimension,family_level,kitchen_dimension,kitchen_level,laundry_dimension,laundry_level,living_dimension,living_level,master_dimension,master_level,directions,breakfast_dimension,breakfast_level,bath_3_dimension,bath_3_level,study_dimension,study_level,bedroom_4_dimension,bedroom_4_level,bedroom_5_dimension,bedroom_5_level,bath_4_dimension,bath_4_level,recreation_room_dimension,recreation_room_level
20 ABI LANE,"$358,900 ",9,4,1-Mar,2 Story,Full,"2 Cars (Builtin,Side)",FT THOMAS,FT THOMAS,247375,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,MARY ANN SARAKATSANNIS,(606) 781-5000,"TREMENDOUS APPEAL IN THIS 2 STORY TIM BURKS BUILT HOME. BEAUTIFUL
MOLDINGS HARDWOOD FLRS IN FOYER AND KITCHEN. FABULOUS FINISHED LOWER
LEVEL, SURROUND SOUND SYSTEM. NEUTRAL DECOR-DESIGNER TOUCHES. 5 MIN TO
CINCY.","Brick,Cedar,Vinyl",Forced Air,Central Air,"Wood,Gas",Natural,Public,Public,100X174,,0,$0 ,PART,1,FULL,2,14 X 13,2,14 X 11,2,14 X 13,1,19 X 16,1,24 X 14,1,10 X 6,1,13 X 13,1,18 X 14,2,"MEMORIAL PKWY TO WATERWORKS, L ON TAYLOR
DRIVEAY, ON RIGHT",,,FULL,2,,,13 X 12,2,,,FULL,B,,
103 RIVERSIDE PKWY,"$299,000 ",10,5,2-Feb,3 Story,Full,None,FORT THOMAS,FT THOMAS,242376,Single Family,STAR ONE REALTORS,(606) 344-8700,LIZ ELLIS,(606) 344-8700,"A FORT THOMAS LANDMARK. 3 TO 5 BEDROOMS. GRACIOUS ROOMS. HARDWOOD
FLOORS. WONDERFUL CENTER HALL. COLONIAL SLATE ROOF. SCREENED PORCH.",Brick,"Gas,Hot Water",None,"Wood,Gas",Natural,Public,Public,95x180irr,,0,$0 ,FULL,2,FULL,2,15 X 15,2,14 X 13,2,15 X 18,1,10 X 25,1,14 X 12,1,,,15 X 33,1,15 X 22,2,MEMORIAL TO L ON WATERWORKS TO RIVERSIDE,,,PART,1,,,12 X 28,3,14 X 12,3,PART,3,,
24 GRAND LAKE DR,"$289,000 ",7,2,1-Feb,2 Story,Full,2 Cars (Attached),CAMPBELL,FT THOMAS,247005,Condominium,NOLL REALTY,(606) 331-2470,ROBERT A NOLL,(606) 331-2470,"5 MINUTES TO DOWNTOWN CINCINNATI, WALKING DIST TO CHURCH HOSPITAL &
DR'S OFFICE, LOWER LEVEL OPTIONAL TO FINISH","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,n/a,1,195,$0 ,FULL,1,FULL,2,11 X 17,2,11 X 15,2,11 X 12,1,,,13 X 16,1,,1,15 X 16,1,13 X 19,1,"471N TO EX-3 GRAND AVE. TO E ON GRAND TO INT.
GRAND/HIGHLAND THRU 100 YRDS ON R",,,PART,1,11 X 11,1,,,,,,,,
0 FISCHER LN,"$289,000 ",8,4,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",FORT THOMAS,FT THOMAS,243218,Single Family,HUFF REALTY,(606) 781-5100,DIANA BARLOW,(606) 781-5100,"QUALITY CRAFTSMANSHIP OF KMR CONSTRUCTION. BEAUTIFUL TUCKED AWAY FT
THOMAS ESTATES. 10 MIN TO DOWNTOWN CINTI, 15 MIN TO AIRPORT, LEVEL
LOTS, FLOOR PLAN AVAILABLE. CALL DIANA 578-4912.","Brick,Vinyl",Gas,Central Air,Gas,Natural,Public,Public,IRREGULAR,,0,"$9,999 ",FULL,1,PART,1,13 X 11,2,13 X 11,2,11 X 11,1,19 X 16,1,14 X 11,1,10 X 6,1,,,15 X 12,1,CALL LISTING AGENT,11 X 10,1,FULL,2,,,13 X 11,2,,,,,,
559 SADDLEBROOK,"$74,500 ",5,2,Feb-00,1 Story,None,None,FLORENCE,BOONE COUNT,249654,Condominium,HMS REAL ESTATE,(513) 469-2424,AL HENCHECK,(513) 469-2424,"TOWNE DEVELOPMENT GROUP,LTD.NEW CONSTRUCTION IN THE RESERVE AT
SADDLEBROOK.","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,CONDO,3,94,$NOT ASD,FULL,1,FULL,1,11 X 11,1,,,12 X 9,1,,,9 X 8,1,6 X 5,1,22 X 14,1,16 X 11,1,"I-75;W.US 42;L.WEAVER RD;L.SADDLEBROOK;
STRAIGHT TO THE RESERVE AT SADDLEBROOK.",,,,,,,,,,,,,,
10 GRAND LAKE DR,"$278,000 ",8,2,1-Feb,2 Story,Full,2 Cars (Attached),CAMPBELL,FT THOMAS,247006,Condominium,NOLL REALTY,(606) 331-2470,ROBERT A NOLL,(606) 331-2470,"OPTIONAL FINISHED LOWER LEVEL, 5 MIN FROM CINCINNATI WALK TO CHURCH,
HOSPI SHOPPING, AND DR'S OFFICE CALL TRACY AT 441-4600 FOR SHOWING","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,n/a,1,195,$0 ,FULL,1,PART,1,,2,,,15 X 15,1,,,15 X 17,1,,1,16 X 23,1,14 X 15,1,"471 N EX.3 E ON GRAND AVE THRU INTERSECTI ON
OF GRAND/HIGHLAND GRAND LAKE ON RT",,,FULL,2,11 X 15,1,,,,,,,,
30 GLENWAY,"$242,500 ",11,5,2-Jan,1.5 Story,Full,2 Cars (Builtin),FT THOMAS,FT THOMAS,248334,Single Family,RE/MAX RESULTS,(606) 824-9800,SANDI WEST,(606) 824-9800,"THIS HOME WRAPS YOU IN WARMTH. LARGE KNOTTY PINE FAMILY ROOM WITH
WALLS OF WINDOWS. THE KITCHEN/BREAKFAST ROOM ARE GREAT SIZE FOR
ENTERTAINING. THE 3RD FLOOR IS FINISHED, HARDWOOD FLOORS, 2+- ACRES,
POOL WITH DECK",Wood,"Gas,Forced Air",Central Air,Wood,Natural,Public,Public,9999,0,0,$0 ,FULL,2,PART,1,12 X 11,2,13 X 11,2,13 X 13,1,16 X 25,1,19 X 17,1,,L,18 X 13,1,13 X 13,2,S. FT. THOMAS AVE TO GLENWAY (NEAR ST. THOMAS),,,PART,1,10 X 13,1,,3,,,,,17 X 19,L
35 GRAND LAKE DR,"$219,000 ",5,1,1-Jan,1 Story,Full,2 Cars (Attached),CAMPBELL,FT THOMAS,247004,Condominium,NOLL REALTY,(606) 331-2470,ROBERT A NOLL,(606) 331-2470,"OPITIONAL FINISHED LOWER LEVEL, 5 MINUTES FROM DOWNTOWN CINCINNATI,
WALK TO CHURCH HOSPITAL, SHOPPING, AND DOCTOR'S OFFICE CALL TRACY AT
441-4600 FOR SHOWING","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,n/a,,195,$0 ,FULL,1,PART,1,,,,,15 X 15,1,,,15 X 17,1,,,16 X 23,1,13 X 15,1,"471 N EX. 3 GRAND AVE EAST ON GRAND TO
INTERSECTION OF GRAND & HIGHLAND THRU 100",,,,,11 X 15,1,,,,,,,,
18 PATRICIA,"$199,900 ",11,4,1-Mar,Bi-Level,Full,3 Cars (Builtin),FT THOMAS,FT THOMAS,247279,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,SHEILA RODERICK,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*UNIQUE HOME. HUGE MOVE INTO 4 BDRM
2 MST 3.5 BATHS. OFFICE OR DEN FAMILY RM WITH FIREPLACE. 3 CAR GARAGE.
TIERED DECK. A WORKING FISH POND. BEAUTIFULLY LANDSCAPED. CALL SHEILA
FOR DETAILS","Brick,Wood,Cedar","Electric,Heat Pump",Central Air,Wood,None,Public,Public,irreg,,0,$0 ,FULL,1,FULL,1,11 X 11,1,10 X 9,1,14 X 19,1,23 X 14,1,15 X 13,1,10 X 16,L,23 X 19,1,13 X 11,1,"N 27 R ON HIGHLAND L ON NEWMAN R ON JENNIFER L
ON PATRICIA",,,FULL,1,11 X 28,L,14 X 10,1,,,PART,L,,
52 GRAND LAKE,"$199,000 ",6,2,Feb-00,2 Story,Full,1 Car (Attached),FT THOMAS,FT THOMAS,247007,Condominium,NOLL REALTY,(606) 331-2470,ROBERT A NOLL,(606) 331-2470,"GRAND LAKE LANDOMINUIMS 5 MIN. FROM DOWNTOWN CINCINNATI, WALK TO
CHURCH HOS DOCTOR'S OFFICE & SHOPING CALL TRACY AT 441-4600 FOR
SHOWING","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,n/a,1,195,$0 ,FULL,2,FULL,2,11 X 12,2,,,8 X 11,1,,,9 X 9,1,,L,13 X 19,1,13 X 19,2,"471 TO EXIT 3 TO E ON GRAND AVE THRU INT.
GRAND & HIGHLAND 100 YARDS ON RIGHT",8 X 12,1,,,,,,,,,,,,
31 W KIMBERLY,"$189,000 ",8,4,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",FORT THOMAS,FT THOMAS,247884,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,BETTY FISCHER,(606) 781-4400,"HARDWOOD ENTRY, NEW THERMAL WNDWS THRUOUT, UPDATED KITCHEN W/OAK
CABINETRY & HDWRD FLOORS.LG LR & DR. REC RM IN LL.OVER-SIZED MSTR
SUITE.ENTIRE 2ND FL BEAUTIFUL HDWD. EXCELLENT CONDITION.","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,-,,0,$0 ,PART,1,FULL,2,14 X 13,2,12 X 12,2,12 X 13,1,15 X 13,1,13 X 13,1,,,19 X 13,1,25 X 16,2,"471 TO MEMORIAL PKY L CLOVER RIDGE L CAPRI TO
ROSSFORD R KIMBERLY",,,FULL,2,,,11 X 10,2,,,,,12 X 16,L
225 SCENIC VIEW,"$175,000 ",8,3,1-Feb,Bi-Level,Full,"2 Cars (Builtin,Front,Oversized)",FT THOMAS,FT THOMAS,245549,Single Family,RE/MAX AFFILIATES INC,(606) 372-6000,MARY ANN PEARMAN,(606) 372-6000,"ANDERSON WINDOWS*SECURITY SYS*DECK*PATIO*LEVEL WOODED LOT*CUL DE
SAC*WBFP* NEWER DOORS*CARPET*APPL, FURNACE & H20 HEATER*3 MINUTES TO
CINCY*2 CAR GARAGE* PORCH","Brick,Vinyl","Gas,Forced Air",Central Air,"Wood,Brick",Natural,Public,Public,80 X 150,,0,$#,FULL,1,PART,1,12 X 12,1,12 X 12,1,12 X 12,1,25 X 15,L,13 X 12,1,11 X 8,L,17 X 15,1,15 X 12,1,CLOVER RIDGE * ROSSFORD * L ON SCENIC VIEW,,,FULL,1,,,,,,,,,,
60 HOLLYWOODS DR,"$164,900 ",8,3,Jan-00,1 Story,Full,"2 Cars (Builtin,Front)",FT THOMAS,FT THOMAS,250165,Single Family,HUFF REALTY,(606) 781-5100,ROBERT W ABNER,(606) 781-5100,"VERY CLEAN, WELL-KEPT BRICK RANCH. OPEN FLR PLAN, WBFP, VAULTED CEIL.
NEWER ROOF, HIGH EFF FUR, C/A. UPDATED EQUIPPED KIT, HDWD FLRS. FAM RM
W/WET BAR. WASHER/DRYER INCL. 2 CAR GAR, WOODED VIEW, SOLARIUM OFF LR.
CUL-DE-SAC ST.","Brick,Wood","Gas,Forced Air",Central Air,"Wood,Ceramic",Natural,Public,Public,75 X 464,,0,"$9,999 ",FULL,1,PART,L,15 X 11,1,11 X 9,1,10 X 12,1,27 X 19,L,12 X 9,1,,,14 X 26,1,12 X 13,1,"I471 EXIT 4 SOUTHGATE. S ON US 27. L ON
HOLLYWOODS. (1ST ST PAST FRISCH'S/IGA)",,,,,,,,,,,,,,
12 ROBANETTE,"$159,000 ",5,2,Feb-00,1 Story,Full,1 Car (Attached),FT BTHOMAS,FT THOMAS,247803,Single Family,RE/MAX RESULTS,(606) 824-9800,LISA PORTER,(606) 824-9800,"VIEW + LOCATION/NEWER ROOF-C/A-PATIO-GREAT BRICK RANCH/1
OWNER/SPECTACULAR RIVER VIEW/WELL MAINTAINED/LOTS OF CLOSETS/NATURAL
WDWORK/LEUVER DOORS",Brick,"Gas,Forced Air",Central Air,Wood,Natural,Public,Public,irreg,,0,$0 ,FULL,1,FULL,B,11 X 12,1,,,10 X 12,1,,,14 X 10,1,,,22 X 13,1,12 X 13,1,"N FT THOMAS AVE TO R ON BROADVIEW TO L ON
ROBANETTA",,,,,,,,,,,,,,
332 NEWMAN AVE,"$155,000 ",9,4,Feb-00,1 Story,Full,1 Car (Builtin),FT THOMAS,FT THOMAS,247833,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,DONNA JENNINGS,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*RARE FIND*QUALITY BLT ON 3/4 ACRE
WITH WALK OUT TO 2 TIERED DECK*HOUSE ON PRIVATE DRIVE*MUST SEE!!*LR/DR
COMBO.","Brick,Wood","Electric,Forced Air,Heat Pump",Central Air,None,None,Public,Public,0,,0,$0 ,FULL,1,FULL,L,,,11 X 10,L,,,17 X 12,L,12 X 9,1,10 X 10,L,18 X 24,1,15 X 12,1,"HIGHLAND AVE TO L ON NEWMAN TO R ON PRIV. DRIVE
ACROSS FROM CHURCH HILL",9 X 10,1,,,,,11 X 10,L,,,,,,
822 DONALDSON RD,"$115,000 ",6,3,0-1,1 Story,Full,3 Cars None,ERLANGER,BOONE COUNT,243163,Single Family,HUFF REALTY,(606) 341-3388,BOB MARTIN,(606) 341-3388,"RESIDENTIAL USE IN COMMERCIAL ZONE-EAT IN KITCHEN AREA-LIVING RM
DINING RM COMBINATION-NEWER ROOF-HVAC SYSTEM & WATER HTR-APPROX 1400
SF-PLUS APPROX 1100 SF LOWER-CLOSE TO AIRPORT & NEW ST HENRY SCHOOL",Brick,"Gas,Forced Air,Baseboard",Central Air,Inoperable,Natural,Public,Public,75x200,1,0,$0 ,FULL,1,,,10,X,8 X 8,1,,,14 X 18,1,8 X 12,1,,L,14 X 19,1,9 X 16,1,"I-75 TO W ON DONALDSON-3 TRAFFIC LIGHTS- NEAR
CORNER OF CHERRY TREE LANE",,,,,,,,,,,,,,
66 EDGEWOOD DR,"$154,000 ",6,3,1-Jan,1 Story,Full,"1 Car (Builtin,Side,Heated)",FT THOMAS,FT THOMAS,249338,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,PAMELA SCHUERMAN,(606) 781-4400,"READY TO MOVE IN, BRICK RANCH IN THE MIDDLE OF FT THOMAS. UPDATED
KITCHEN, LRG DECK FOR ENTERTAINING, VINYL REPLACEMENT WINDOWS.
IMMACULLANT*HOME WARRANTY",Brick,"Gas,Forced Air",Central Air,"Dummy,Inoperable,Stone",Natural,Public,Public,60x125,,0,$0 ,FULL,1,PART,1,10 X 15,1,11 X 10,1,12 X 13,1,,,9 X 15,1,,,12 X 20,1,12 X 13,1,"471 TO GRAND AVE, R ON EDGEWOOD DR",,,,,,,,,,,,,,
5 SADYE,"$139,900 ",6,3,1-Jan,2 Story,Part,1 Car (Builtin),FT THOMAS,FT THOMAS,249923,Single Family,HUFF REALTY,(606) 781-5100,DONNA HOFFMAN,(606) 781-5100,"WB ADJ WALK-IN, FENCED YARD, POTENTIAL FUR REC ROOM LL, VERY CLOSE TO
SCHOOLS, OWNER BUILDING WILL RENT BACK THRU APRIL.",Brick,"Gas,Forced Air",Central Air,Gas,Natural,Public,Public,55x75,,0,"$9,999 ",FULL,2,PART,L,10 X 12,2,12 X 14,2,13 X 12,1,,,12 X 10,1,,,12 X 18,1,12 X 14,2,471 TO MEMORIAL TO WATER WORKS TO SADYE,,,,,,,,,,,,,,
3 BEECHWOOD AV,"$139,900 ",8,4,1-Feb,2 Story,Full,None,FT THOMAS,FT THOMAS,247938,Single Family,HUFF REALTY,(606) 781-5100,JOHN MARLOW,(606) 781-5100,"TOWER PARK AREA NEAR RESERVOIR-4 BEDROOMS-2 FULL BATHS EAT-IN
KITCHEN-REMODELED WITH SLIDING DOOR TO DECK OVERLOOKING WOODED AREA
CENTRAL AIR-OFF STREET PARKING.",Alum,Gas,Central Air,None,Natural,Public,Public,75XPIE280,,0,"$9,999 ",FULL,1,FULL,2,21 X 9,2,9 X 9,2,13 X 11,1,,,16 X 14,1,12 X 10,L,15 X 11,1,12 X 16,2,"S FT THOMAS AVE LEFT AT MILITARY PKWY RIGHT TO
ROBSON LEFT TO BEECHWOOD",,,PART,L,13 X 12,1,15 X 8,2,,,,,28 X 10,L
21 DAISY,"$129,900 ",7,3,Feb-00,1 Story,Full,1 Car (Builtin),FT. THOMAS,FT THOMAS,246873,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,PAT GREGORY,(606) 341-0500,"FAMILY ROOM IN LOWER LEVEL-FULL BATH OFF THE MASTER BEDROOM-HARDWOOD
FLOORS -BACKYD IS FENCED W/COVERED PATIO AND LARGE STORAGE SHED-ALL
BRICK WITH LOW MAINTENANCE EXTERIOR- CUL-DE-SAC STREET MINS TO
I-471-GREAT LOCA!!!",Brick,"Gas,Forced Air",Central Air,None,Natural,Public,Public,0x0,,0,$0 ,FULL,1,FULL,1,11 X 12,1,10 X 11,1,11 X 11,1,16 X 22,L,10 X 11,1,,,14 X 15,1,11 X 12,1,"I471 TO GRAND L ON HIGHLAND L ON NEWMAN R ON
DAISY",,,,,,,,1,,,,,,
34 TAYLOR AVE,"$124,900 ",7,3,1-Jan,2 Story,Full,1 Car (Builtin),FT THOMAS,FT THOMAS,249420,Single Family,RE/MAX RESULTS,(606) 824-9800,LISA PORTER,(606) 824-9800,"FABULOUS HOME,CENTER OF TOWN!EXCELLENT CONDITION,NEW
WIRING,PLUMBING,GORGEO US HDWD FLRS,GREAT VIEW FROM THE DECK/LARGE
FRONT PORCH.",Alum,"Gas,Forced Air",Central Air,Wood,Natural,Public,Public,50X150,,0,$0 ,FULL,2,PART,1,11 X 11,2,12 X 11,2,12 X 15,1,17 X 8,1,11 X 10,1,,,24 X 12,1,13 X 12,2,MEMORIAL PKWY TO N FT THOMAS TO TAYLOR,,,,,,,,,,,,,,
170 CLOVER RDG,"$117,900 ",7,4,Jan-00,1.5 Story,Full,1 Car (Builtin),FT THOMAS,FT THOMAS,247280,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,BETTY JO HARMON,(606) 781-5000,"LOVELY CAPE COD HOME. 4 BDRMS, L.L FAMILY ROOM. NEWER WINDOWS, HDWD
FLRS THROUGHOUT, NEWER CARPET, LARGE FENCED YARD, NEWER ROOF.
CONVENIENT LOCATION. 1 YEAR AON HOME WARRANTY!",Brick,"Gas,Forced Air",Central Air,None,Natural,Public,Public,74X124,,0,$0 ,FULL,1,,,10 X 10,1,11 X 16,2,,,11 X 28,L,11 X 15,1,,,12 X 16,1,11 X 12,1,471 TO MEMORIAL PKWY TO CLOVER RIDGE,,,,,,,11 X 12,2,,,,,,
816 HIGHLAND AVE,"$114,800 ",7,3,Feb-00,1 Story,Full,1 Car (Carport),FT. THOMAS,FT THOMAS,249724,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,JANE ASHCRAFT-WEST,(606) 341-0500,"CHARM & CHARACTER GALORE!ORIGINAL WDWK,DOORS,& CASINGS/ROOKWOOD
WBFP/HIGH CEILINGS/CHERRY HARDWOOD FLOORS/KITCHEN HAS WALKOUT TO
WOODED VIEW/ FINISHED L.L. COULD BE FAMILY RM/GLASS BLOCK
WINDOWS/FRONT PORCH/& MORE!",Brick,"Gas,Forced Air",Central Air,"Wood,Ceramic",Natural,Public,Public,40 x 187,,0,$0 ,FULL,1,FULL,L,12 X 9,1,24 X 12,L,13 X 11,1,,,15 X 9,1,,,18 X 13,1,12 X 11,1,"I-471 TO EXIT 3 TOWARDS FT THOMAS ON GRAND TO R
ON HIGHLAND",,,,,9 X 7,L,,,,,,,,
528 HIGHLAND AVE,"$113,000 ",5,2,1-Jan,2 Story,Full,"1 Car (Builtin,Rear)",FT THOMAS,FT THOMAS,250210,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,JENNY ZIMMERMAN,(606) 781-5000,"CHARMING HOME WITH LOTS OF CHARACTER! ORIGINAL WOODWORK, HARDWOOD
FLOORS, AND FIREPLACE. POSSIBLE 3RD AND 4TH BEDROOM ON 2ND FLOOR.
WALKING DISTANCE TO SCHOOLS.",Brick,Gas,Window Unit,"Wood,Gas",Natural,Public,Public,50x250,,0,$0 ,FULL,1,PART,L,10 X 11,1,,,13 X 11,1,,,10 X 11,1,10 X 11,L,20 X 12,1,13 X 10,1,"471N TO GRAND AVE TURN LEFT. L ON HIGH- LAND AVE
HOUSE IS ON RIGHT",,,,,,,,,,,,,,
557 ROSSFORD,"$107,900 ",7,3,1-Jan,Bi-Level,Part,1 Car (Builtin),FT THOMAS,FT THOMAS,247546,Single Family,COFFMAN REALTY,(606) 441-8090,MYRT B COFFMAN,(606) 441-8090,"RAISED RANCH - LG LAUNDRY AREA - SOME NEWER REPLACEMENT WINDOWS - 16X
14 PATIO OFF DINING AREA. CUSTOM BUILT 8X8 YARD BARN. CALL MYRT
COFFMAN 441-8090 FOR YOUR APPOINTMENT.","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,90x124,0,0,"$9,999,999 ",FULL,1,PART,L,11 X 12,1,9 X 11,1,8 X 11,1,,,11 X 11,1,,,17 X 12,1,11 X 12,1,"MEMORIAL PKWY TO CLOVER RIDGE L ON CAPRI
STRAIGHT ON TO ROSSFORD NEAR COVERT RUN",,,,,,,,,,,,,14 X 23,L
21 ELSMAR AVENUE,"$96,900 ",8,3,Jan-00,2 Story,Full,"1 Car (Detached,Front)",FT THOMAS,FT THOMAS,250269,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,DAVID S RAWLINGS,(606) 781-5000,"COZY-H/W FLRS THRUOUT-3RD BEDRM OR STUDY ON 2ND FLR-LARGE FAMILY ROOM
IN- LOWER LEVEL-LOTS OF STORAGE SPACE-LARGE LAUNDRY ROOM-LOW
MAINTENANCE-SEE INTERIOR PHOTOS ON WWW.CBWS.COM.",Alum,"Gas,Gravity",Window Unit,None,Natural,Public,Public,OF RECORD,,0,$0 ,FULL,1,,,9 X 12,1,20 X 30,2,,,11 X 23,L,9 X 14,1,8 X 16,L,12 X 17,1,12 X 13,1,"471 MEMORIAL PKWY, GO R, L CLOVER RIDGE, TO
ROSSFORD, L N. FT. THOMAS, R ELSMAR.",,,,,,,,,,,,,,
23 BLACKGUM,"$348,140 ",11,4,Apr-00,2 Story,Full,"3 Cars (Attached,Side,Oversized)",ARBORWOOD,BOONE COUNT,246844,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"LOT FRONTAGE 200 FT *CUSTOM BUILT 4 BEDROOM 2 STORY BY BOLD HOMES
*APPROX 3071 SQ FT *GAS HEAT *CITY WATER & SERER *3 CAR SIDE ENTRY
*ALMOST 1 AC LOT CUL-DE-SAC LOT *LOCATED IN ARBORWOOD CALL MIKE PARKER
647-0700","Brick,Vinyl","Gas,Forced Air",Central Air,"Gas,Brick",Propane,Public,Public,1 acre,,25,$0 ,FULL,2,FULL,2,12 X 12,2,11 X 11,2,13 X 13,1,20 X 15,1,12 X 12,1,8 X 6,2,14 X 13,1,18 X 13,2,"BURLINGTON PIKE (RT 18) TURN L ON EAST BEND
TURN R INTO ARBORWOOD",12 X 12,1,FULL,2,12 X 11,1,16 X 11,2,,,FULL,1,,
136 SHERMAN,"$92,900 ",5,2,Jan-00,1 Story,Full,None,FT THOMAS,FT THOMAS,249288,Single Family,RE/MAX AFFILIATES INC,(606) 372-6000,DEBBIE COFFMAN,(606) 372-6000,"COMPLETELY REMODELED & READY TO MOVE INTO*NEW SIDING, WINDOWS, KITCHEN
& BATH, CARPET, FURNACE, C/A, WIRING, ETC*GORGEOUS OVERSIZED DECK ON
BACK TO VIEW WOODED YARD*LARGE FRONT PORCH MAKES A NICE TOUCH*1 YR
HOME WARRANTY.",Vinyl,"Gas,Forced Air",Central Air,None,Natural,Public,Public,IRR,,0,$0 ,FULL,1,,,12 X 9,1,,,12 X 8,1,,,12 X 9,1,,,16 X 12,1,12 X 10,1,WOODFILL TO R ON GRANT TO L ON SHERMAN,,,,,,,,,,,,,,
604 S GRAND,"$92,500 ",5,2,Jan-00,1.5 Story,Full,1 Car (Builtin),FT. THOMAS,FT THOMAS,249261,Single Family,RE/MAX RESULTS,(606) 824-9800,SANDI WEST,(606) 824-9800,"NEW OWNER TRANSFERRED! NEWER FURNACE AND C/A, JUST REFINISHED WOOD
FLOORS, 2 STAINED GLASS WINDOWS, KNOTTY PINE KITCHEN, NEW CARPET AND
PAINT, HUGE LEVEL YARD APPROX 300 FT DEEP, FULL STEPS TO ATTIC
POSSIBLE 4 BDRM",Block,"Gas,Forced Air",Central Air,Inoperable,Natural,Public,Public,IRREGULAR,,0,$0 ,FULL,1,,,11 X 10,1,,,11 X 11,1,,,10 X 11,1,,,11 X 15,1,11 X 11,1,S GRAND NEAR TREMONT,,,,,,,,,,,,,,
46 STERLING,"$90,000 ",7,4,Mar-00,2 Story,Full,None,FT THOMAS,FT THOMAS,248958,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,CAROL CUMMINS,(606) 781-5000,NO SHOWINGS UNTIL 11/17. LARGE HOME-DEEP LOT-LICENSED FOR TWO FAMILY,Brick,"Gas,Forced Air",Central Air,Inoperable,Natural,Public,Public,33.3X185,,0,$0 ,FULL,1,FULL,2,16 X 14,2,14 X 13,2,13 X 9,1,,,13 X 11,1,,,14 X 14,1,14 X 14,1,"MEMORIAL TO LEFT ON N FT THOMAS TO RT ON
STERLING",,,FULL,B,,,12 X 8,2,,,,,,
26 SHAWNEE AV,"$87,900 ",6,3,1-Feb,2 Story,Full,None,FT THOMAS,FT THOMAS,247417,Single Family,HUFF REALTY,(606) 781-5100,JENNIFER HAYES,(606) 781-5100,"FRESH PAINT & NEW CARPETING THRU-OUT*NEW KITCHEN*CENTRAL AIR*LARGE
CLOSETS* CONVENIENT TO SCHOOLS AND BUSES*SOME STORM WINDOWS*MATURE
TREES IN PRIVATE BACKYARD*NEW ROOF.","Alum,Vinyl",Gas,Central Air,None,Natural,Public,Public,IRREGULAR,,0,"$9,999 ",FULL,1,FULL,2,10 X 12,2,10 X 12,2,10 X 13,1,,,12 X 12,1,,,11 X 16,1,11 X 16,2,S FT THOMAS AVE TO SHAWNEE,,,PART,L,,,,,,,,,,
38 BRENTWOOD,"$71,900 ",4,2,Jan-00,1 Story,Part,None,FT. THOMAS,FT THOMAS,246390,Single Family,RE/MAX RESULTS,(606) 824-9800,JIM SCHACK,(606) 824-9800,"NEWER CENTRAL AIR & FURNACE, NEWER WATER HEATER, UPDATED ELECTRIC,
FENCED BACK YARD, DECK OFF KITCHEN, NEWER CARPET & VINYL, CLEAN &
READY TO MOVE INTO. CALL JIM SCHACK AT 448-0700 FOR AN APPOINTMENT.",Vinyl,"Gas,Forced Air",Central Air,None,Natural,Public,Public,50x140,,0,$0 ,FULL,1,,,13 X 8,1,,,,,,,14 X 13,1,,,14 X 13,1,11 X 10,1,"FROM US 27, S FT. THOMAS AVE TO R ON BRENTWOOD
PL",,,,,,,,,,,,,,
