code,title,schedule_line,section_code,credits,days,start_time,end_time,building,room,instructor,restrictions
MUSIC 202,1ST YEAR THEORY II,,,,,,,,,,
MUSIC 205,1ST YR EAR TRN II,,,,,,,,,,
MUSIC 218,INTRODUCTORY COMP,5287,A,2,MW,1030,1120,MUS,216,"BENSHOOF,K","MUST BE ENROLLED IN 
 MUSIC 217 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 237,CLASS INSTR-VOICE,,,,,,,,,,
MUSIC 240,REEDMAKING,5290,A,1,,,,,,,"MUST BE ENROLLED IN MUSAP 308, 
 MUSAP 328 OR MUSAP 428 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 250,WORLD MUSIC,5291,A,3,MWF,1030,1120,MUS,213,"DUDLEY,S","MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 291,COMPOSITION,5292,AA,3,F,1230,120,MUS,126,,"OFFERED JOINTLY WITH MUSIC 191 AA 
 MUST BE ENROLLED IN 
 MUSIC 291 (PD.1&2)"
MUSIC 302,2ND YR THEORY II,,,,,,,,,,
MUSIC 305,2ND YR EAR TRN II,,,,,,,,,,
MUSIC 308,DICTION FOR SINGERS,5309,A,2,TTh,130,220,MUS,219,"PELTON,C","MUST BE ENROLLED IN MUSAP 300, 
 MUSAP 320,MUSAP 420 OR 
 MUSAP 500 (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 FRENCH"
AIS 115,AM IND LANG:NAVAJO,1165,A,5,MWTh,1230,140,PAR,120,WITHERSPOON,
MUSIC 316,MUSIC CLTR OF WORLD,5310,YA,5,TTh,700,920P,MUS,223,"RENNER,M","EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3) 
 ""ASIA"""
MUSIC 328,REPERTOIRE,,,,,,,,,,
MUSIC 331,HISTORY OF JAZZ,5313,A,3,MWF,1130,1220,MUS,126,"IMMEL,D",
MUSIC 352,CHORAL CONDUCTING,5314,A,1,TTh,130,220,MUS,114,"KAPLAN,A","MUST BE ENROLLED IN 
 MUSIC 351 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 369,BGN JAZZ IMPROV III,5315,A,1,TTh,1030,1120,MUS,035,"SEALES,M","MUST BE ENROLLED IN 
 MUSIC 368 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 379,JUNIOR RECITAL,5316,A,1,,,,,,,
MUSIC 382,INSTRMNTL CONDUCTNG,5317,A,1,TTh,1130,1220,MNY,268,"SALZMAN,T","MUST BE ENROLLED IN 
 MUSIC 381 (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 INSTRUMENTAL ONLY"
MUSIC 391,COMPOSITION,5320,AA,3,F,1230,120,MUS,126,,"OFFERED JOINTLY WITH MUSIC 191 AA 
 MUST BE ENROLLED IN 
 MUSIC 391 (PD.1&2)"
MUSIC 400,COMPUT APPS TO MUS,8277,A,3,TThF,930,1020,MUS,021,"BATTEY,B",
MUSIC 403,COMPUTER MUSIC 3,5321,A,3,TTh,230,400,MUS,219,"KARPEN,R","MUST BE ENROLLED IN 
 MUSIC 402 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
AIS 203,PHIL-AESTHET UNIVER,1166,A,5,MTTh,130,245,CHL,015,"MURPHY,T",
MUSIC 410,ELECTROACOUSTIC MUS,5322,A,3,MW,130,300,MUS,027,"THOME,D","MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 422,ORGAN IMRPOV III,5323,A,2,,,,,,,"MUST BE ENROLLED IN 
 MUSIC 421 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 430,ORGANOLOGY,5324,A,3,W,230,500,MUS,219,"SCHMIDT,C","MUSIC,ETHNOM MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 436,PEDAGOGY,5325,A,2,Th,330,520,MUS,216,"MICHAELIAN,P","MUSIC MAJORS ONLY (PD.1&2) 
 MUST BE ENROLLED IN 
 MUSIC 435 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 445,SEL TOPICS IN ETHNO,5328,A,3,T,230,500,MUS,027,"ELLINGSON,T","MUSIC,ETHNOM MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 454,ORGAN PEDAGOGY,5329,A,3,,,,,,,"MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 462,AD VO REP ART SONGS,5330,A,2,T,1230,220,MUS,216,HERBOLSHEIME,"MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 ART SONG"
MUSIC 464,JAZZ LAB,5331,A,1,F,230,420,MUS,035,"SEALES,M","MUSIC MAJORS ONLY (PD.1&2) 
 MUST BE ENROLLED IN 
 MUSIC 464 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 472,ANALYSIS 1900-1950,5333,A,3,TTh,900,1020,MUS,223,"DURAND,J","MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 478,ADV VOCAL REPERTOIR,5334,A,2,Th,330,520,MUS,223,HERBOLSHEIME,"MUSIC MAJORS ONLY (PD.1&2) 
 MUST BE ENROLLED IN 
 MUSIC 477 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
AIS 253,WOOD DESIGN,1167,U,3,TTh,530,820P,ART,110,"OLIVER,M",
MUSIC 479,SENIOR RECITAL,5335,A,1,,,,,,,
MUSIC 483,CHORAL REP:19 CENT,5336,A,3,T,930,1120,MUS,216,"BOERS,G","MUSIC MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 18TH CENTURY"
MUSIC 491,COMPOSITION,5337,AA,3,F,1230,120,MUS,126,,"OFFERED JOINTLY WITH MUSIC 391 AA 
 MUST BE ENROLLED IN 
 MUSIC 491 (PD.1&2)"
MUSIC 498,SENIOR THESIS,5338,A,3,,,,,,,
MUSIC 499,UNDERGRAD RESEARCH,5339,A,VAR,,,,,,,
MUSIC 512,SMNR ETHNOMUSICOLGY,5340,A,3,F,230,500,MUS,223,"SCHUYLER,P","MUSIC,ETHNOM,SIS,SISME,SISRE,SISSA 
 MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3) 
 MUSIC AND MEDIA: MUSLIM WORLD"
MUSIC 551,PRACTICUM MUS INSTR,8610,A,3,,,,,,,GRADS ONLY
MUSIC 559,MASTERS RECITAL,5342,A,3,,,,,,,
MUSIC 575,SEMINAR IN THEORY,5343,A,3,W,130,320,MUS,212,"RAHN,J","GRADS ONLY 
 ADD CODE REQUIRED (PD.3) 
 PREREQ: GR STANDING IN MUSIC"
MUSIC 582,ADVANCED CONDUCTING,5344,A,3,MW,1130,120,MUS,313,,"MUST BE ENROLLED IN 
 MUSIC 581 (PD.1&2) 
 ORCHESTRAL"
AIS 342,PUEBLO WOMEN AM SW,1169,A,5,MW,1230,220,THO,202,"JACOBS,S",OFFERED JOINTLY WITH WOMEN 342 A
MUSIC 583,ADV CHORAL CONDUCTG,5346,A,3,TWTh,230,320,MUS,114,"KAPLAN,A","MUST BE ENROLLED IN 
 MUSIC 583 (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
MUSIC 590,DOCTORAL RECITAL,5347,A,2-6,,,,,,,GRADS ONLY
MUSIC 591,GRADUATE COMP,5348,AA,VAR,F,1230,120,MUS,126,,"OFFERED JOINTLY WITH MUSIC 191 AA 
 GRADS ONLY 
 MUST BE ENROLLED IN 
 MUSIC 591 (PD.1&2)"
MUSIC 600,INDEPNDNT STDY/RSCH,5350,A,1-10,,,,,,,"GRADS ONLY 
 INSTRUCTOR I.D. MUS 116"
MUSIC 700,MASTERS THESIS,5351,A,1-10,,,,,,,"GRADS ONLY 
 INSTRUCTOR I.D. MUS 116"
MUSIC 800,DOCTORAL DISSERTATN,5352,A,1-10,,,,,,,"GRADS ONLY 
 INSTRUCTOR I.D. MUS 116"
MUSAP 133,BASIC KEYBOARD,5031,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 134,BASIC KEYBOARD,5032,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 135,BASIC KEYBOARD,5033,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 210,WIND TECHNIQUES,,,,,,,,,,
AIS 350,NWC IND ART/2 DIM,1170,A,3,TTh,230,520,MEB,246,"OLIVER,M",
MUSAP 218,GUITAR TECHNIQUES,5036,A,2,TTh,1130,1220,MUS,313,"NOVACEK,S","MUSIC MJ SHOULD REGISTER CONCURR IN 
 MUSED 305; MUSAP FEE REQUIRED $100"
MUSAP 233,SECONDARY PIANO,5038,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 234,SECONDARY PIANO,5039,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 235,SECONDARY PIANO,5040,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 239,SECONDARY PIANO,5041,A,2,,,,,,,MUSAP FEE REQUIRED $100
MUSAP 300,VOICE,5042,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 300 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 301,PIANO,5043,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 301 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 302,ORGAN,5044,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 302 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 303,HARPSICHORD,5045,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 303 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 304,VIOLIN-VIOLA,5046,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 304 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
AIS 377,CONTEMP AM IND LIT,1171,A,5,TTh,130,320,DEN,302,"SHAFER,P",OFFERED JOINTLY WITH ENGL 359 A
MUSAP 305,VIOLONCELLO,5047,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 305 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 306,DOUBLE BASS,5048,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 306 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 307,FLUTE,5049,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 307 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 308,OBOE,5050,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 308 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 309,CLARINET,5051,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 309 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 310,BASSOON,5052,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 310 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 311,SAXOPHONE,5053,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 311 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 312,HORN,5054,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 312 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 313,TRUMPET,5055,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 313 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 314,TROMBONE,5056,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 314 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
AIS 431,HIST AMERIND EDUCTN,1172,YA,5,TTh,700,920P,PAR,112,BOYD,"EVE DEG STUDENTS ONLY (PD.1) 
 HISTORY OF AMERICAN INDIAN EDUC"
MUSAP 315,TUBA,5057,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 315 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 316,HARP,5058,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 316 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 317,PERCUSSION,5059,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 317 (PD.1&2) 
 JAZZ 
 MUSAP FEE REQUIRED $100"
MUSAP 318,GUITAR,5060,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 318 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 319,VIOLA DA GAMBA,5061,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 319 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 320,VOICE,5062,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 320 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 321,PIANO,5063,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 321 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 322,ORGAN,5064,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 322 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 323,HARPSICHORD,5065,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 323 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 324,VIOLIN-VIOLA,5066,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 324 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
AIS 475,SPEC TOP IND ST,,,,,,,,,,
MUSAP 325,VIOLONCELLO,5067,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 325 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 326,DOUBLE BASS,5068,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 326 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 327,FLUTE,5069,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 327 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 328,OBOE,5070,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 328 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 329,CLARINET,5071,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 329 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 330,BASSOON,5072,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 330 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 331,SAXOPHONE,5073,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 331 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 332,HORN,5074,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 332 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 333,TRUMPET,5075,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 333 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 334,TROMBONE,5076,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 334 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
AIS 499,INDEPENDENT STUDY,1177,A,1-5,,,,,,,"JUNIORS,SENIORS ONLY"
MUSAP 335,TUBA,5077,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 335 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 336,HARP,5078,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 336 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 337,PERCUSSION,5079,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 337 (PD.1&2) 
 JAZZ 
 MUSAP FEE REQUIRED $100"
MUSAP 338,GUITAR,5080,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 338 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 339,VIOLA DA GAMBA,5081,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 339 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 340,TIMPANI,5082,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 340 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 341,MALLET PERCUSSION,5083,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 341 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 389,WORLD MUSIC,5084,A,2-3,,,,,,,"CREDIT/NO CREDIT ONLY 
 MUSAP FEE REQUIRED $100"
MUSAP 420,VOICE,5085,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 420 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 421,PIANO,5086,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 421 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ARCH 403,ARCH PROBLEMS,1282,A,6,,,,,,,"MWF 130-520 * * VANAGS,A
 CAUP MAJORS ONLY"
ANTH 100,INTRO TO ANTHRO,,,,,,,,,,
MUSAP 422,ORGAN,5087,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 422 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 423,HARPSICHORD,5088,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 423 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 424,VIOLIN-VIOLA,5089,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 424 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 425,VIOLONCELLO,5090,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 425 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 426,DOUBLE BASS,5091,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 426 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 427,FLUTE,5092,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 427 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 428,OBOE,5093,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 428 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 429,CLARINET,5094,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 429 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 430,BASSOON,5095,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 430 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 431,SAXOPHONE,5096,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 431 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ANTH 204,READING ETHNOGRAPHY,,,,,,,,,,
MUSAP 432,HORN,5097,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 432 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 433,TRUMPET,5098,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 433 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 434,TROMBONE,5099,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 434 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 435,TUBA,5100,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 435 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 436,HARP,5101,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 436 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 437,PERCUSSION,5102,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 437 (PD.1&2) 
 JAZZ 
 MUSAP FEE REQUIRED $100"
MUSAP 438,GUITAR,5103,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 438 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 439,VIOLA DA GAMBA,5104,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 439 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 440,TIMPANI,5105,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 440 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 441,MALLET PERCUSSION,5106,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 441 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ANTH 210,INTRO ENVIRON ANTH,,,,,,,,,,
MUSAP 442,JAZZ/NON-WEST DRUM,5107,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 442 (PD.1&2) 
 JAZZ 
 MUSAP FEE REQUIRED $100"
MUSAP 500,VOICE,5108,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 500 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 501,PIANO,5109,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 501 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 502,ORGAN,5110,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 502 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 503,HARPSICHORD,5111,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 503 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 504,VIOLIN-VIOLA,5112,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 504 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 505,VIOLONCELLO,5113,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 505 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 506,DOUBLE BASS,5114,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 506 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 507,FLUTE,5115,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 507 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 508,OBOE,5116,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 508 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ANTH 313,PEOPLES OF AFRICA,1229,A,5,TTh,1130,150,CLK,119,"OSBORNE,O","MEETS WRITING COURSE REQUIREMENT 
 JUNIORS,SENIORS ONLY"
MUSAP 509,CLARINET,5117,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 509 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 510,BASSOON,5118,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 510 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 511,SAXOPHONE,5119,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 511 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 512,HORN,5120,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 512 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 513,TRUMPET,5121,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 513 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 514,TROMBONE,5122,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 514 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 515,TUBA,5123,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 515 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 516,HARP,5124,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 516 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 517,PERCUSSION,5125,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 517 (PD.1&2) 
 JAZZ 
 MUSAP FEE REQUIRED $100"
MUSAP 518,GUITAR,5126,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 518 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ANTH 321,ANTH OF RELIGION,1230,YA,3,M,430,650P,DEN,216,"GREEN,J","JUNIORS,SENIORS ONLY 
 EVE DEG STUDENTS ONLY (PD.1)"
MUSAP 519,VIOLA DA GAMBA,5127,A,2-3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 519 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 520,VOICE,5128,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 520 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 521,PIANO,5129,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 521 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 522,ORGAN,5130,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 522 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 523,HARPSICHORD,5131,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 523 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 524,VIOLIN-VIOLA,5132,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 524 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 525,VIOLONCELLO,5133,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 525 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 526,DOUBLE BASS,5134,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 526 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 527,FLUTE,5135,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 527 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 528,OBOE,5136,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 528 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
ANTH 322,COMPAR STUDY DEATH,1231,YA,5,TTh,430,650P,SMI,205,"GREEN,J","OFFERED JOINTLY WITH RELIG 320 YA 
 JUNIORS,SENIORS ONLY 
 EVE DEG STUDENTS ONLY (PD.1)"
MUSAP 529,CLARINET,5137,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 529 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 530,BASSOON,5138,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 530 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 531,SAXOPHONE,5139,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 531 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 532,HORN,5140,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 532 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 533,TRUMPET,5141,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 533 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 534,TROMBONE,5142,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 534 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
MUSAP 535,TUBA,5143,A,3,,,,,,,"MUST BE ENROLLED IN 
 MUSAP 535 (PD.1&2) 
 MUSAP FEE REQUIRED $100"
