note,course,title,credits,level,restrictions,section_note,section,days,start,end,bldg,rm,instructor,comments,text
#+,216-813,OBJECT-ORIENTED AND VISUAL PARADIGMS,2,G,; ; PREREQ: GRAD ST; BUS ADM 740(P),e,Se 001,R,7:30pm,9:10pm,BUS,N126,Sinha,,
,422-199,INDEPENDENT STUDY,3-Jan,U,"; ; RETAKABLE TO 6 CR MAX. PREREQ: 2.5 GPA; WRIT CONS INSTR, DEPT CHAIR & ASST DEAN FOR SAS",,Se 005,,To be Arranged,,,,Cronin,,
,422-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,422-301,PRINCIPLES OF MINERALOGY,4,U,; ; PREREQ: GEO SCI 100 OR 101 & A COURSE IN COLLEGE CHEMISTRY ; ; ENROL IN LC 401 & LA 901,,,,,,,,,,
,422-316,INTRODUCTION TO GEOPHYSICS,3,U,; ; PREREQ: GEO SCI 100 OR 101 & PHYSICS 120 OR 219,,Lc 401,TR,2:05pm,3:20pm,LAP,236,Kean,,
#,422-381,HONORS SEMINAR:,3H,U,; (NS) RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. FIELD TRIPS MAY BE REQUIRED. SATISFIES L&S SEMINAR REQUIREMENTPREREQ: SOPH ST & CONS HONORS PROG DIRECTOR,,Se 001,MWF,10:30am,,LAP,252,Harris,TOPIC: LYELL'S PRINCIPLES OF GEOLOGY  C/NC IS NOT ALLOWED,
,422-414,STRUCTURAL GEOLOGY,4,U,; ; PREREQ: JR ST; GEO SCI 302(P) & MATH 231(C) ; ; ENROL IN LC 401 & LA 901,,,,,,,,,,
,422-463,PHYSICAL HYDROGEOLOGY,3,U/G,; ; FIELD TRIP FOR WHICH FEE IS ASSESSED. PREREQ: JR ST & GEO SCI 100 OR 101 & MATH 232 ; ; ENROL IN LC 401 AND LA 901,,,,,,,,,,
,422-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,422-515,PHYSICAL SEDIMENTOLOGY,3,U/G,; ; FIELDS TRIP FOR WHICH A FEE IS ASSESSED. PREREQ: JR ST; GEO SCI 511(P),,,,,,,,,,
,422-550,"SOILS, LANDSCAPE, AND THE ENVIRONMENT",3,U/G,; ; REQUIRED FIELD TRIP. PREREQ: JR ST; GEO SCI 401(P) OR GEOG 475(P) OR CONS INSTR,,Lc 401,TR,3:30pm,4:45pm,LAP,268,Lasca,,
#+,216-815,DISTRIBUTED INFORMATION SYSTEMS AND NETWORKS,2,G,; ; PREREQ: GRAD ST; BUS ADM 747(P) & 740(P),e,Se 001,T,7:30pm,9:10pm,BUS,N126,Jain,,
,422-563,FIELD METHODS IN HYDROGEOLOGY,3,U/G,; ; FIELD TRIP FOR WHICH FEE IS ASSESSED. PREREQ: JR ST & GEO SCI 463(P),,Lc 401,MW,3:30pm,5:20pm,LAP,262,Cherkauer Grundl,ADD'L SPECIAL COURSE FEE: $ 60.00,
,422-655,TOPICS IN STRUCTURE AND TECTONICS:,3-Jan,U/G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: JR ST; GEO SCI 414(P) OR 555(P),,Lc 401,MWF,9:30am,,LAP,268,Cronin Sverdrup,,
,422-697,SEMINAR IN THE GEOLOGICAL SCIENCES:,3-Jan,U/G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: JR ST,,,,,,,,,,
,424-101,FIRST-SEMESTER GERMAN,4,U,; (103) PREREQ: NONE ; ; L&S CREDIT FOR EQUIVALENT PREPARATION. LAB REQUIRED,,,,,,,,,,
,424-102,SECOND-SEMESTER GERMAN,4,U,"; (104) PREREQ: GERMAN 101(P), OR 1 YR HIGH SCHOOL GERMAN OR EQUIV AS DETERMINED BY PLACEMENT TEST ; ; L&S CREDIT FOR EQUIVALENT PREPARATION. LAB REQUIRED",e,Se 002,MW W,6:30pm,8:10pm  5:30pm,CRT,319 CRT,Gromes Gromes,,
,424-111,GERMAN LIFE AND CIVILIZATION: PART I,3,U,; (HU) SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: NONE,,,,,,,,,,
,424-192,FRESHMAN SEMINAR:,3,U,; (HU) OPEN ONLY TO FRESHMEN. RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: NONE,,,,,,,,,,
,424-203,THIRD-SEMESTER GERMAN,3,U,"; ; PREREQ: GERMAN 102(P), 2 YR HS GERMAN, OR EQUIV AS DETERMINED BY PLACEMENT TEST ; ; L&S CREDIT FOR EQUIVALENT PREPARATION",,,,,,,,,,
,424-204,FOURTH-SEMESTER GERMAN,3,U,"; ; PREREQ: GERMAN 203(P), 3 YR HS GERMAN, OR EQUIV AS DETERMINED BY PLACEMENT TEST ; ; L&S CREDIT FOR EQUIVALENT PREPARATION",,,,,,,,,,
,424-277,GERMAN DISCUSSION SECTION:,1or2,U,"; ; OFFERED IN CONJUNCTION W/COURSES IN OTHER DISCIPLINES (ANTHRO, HISTORY, POL SCI, ETC). RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. PREREQ: GERMAN 204(P) OR CONS INSTR",,Se 001,T,2:00pm,2:50pm,CRT,209,Schueller,TOPIC: APPROACHES TO LITERARY CRITICISM DISCUSSION  1 CR,
#,216-297,STUDY ABROAD:,12-Jan,U,; ; MAY BE RETAKEN WITH CHANGE IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG,,Se 101,,To be Arranged,,,,Faculty,TOPIC: STUDY ABROAD,
#+,216-819,MANAGEMENT INFORMATION SYSTEMS INTERNSHIP,2,G,; ; PREREQ: GRAD ST; WRIT CONS INSTR,,Se 001,,To be Arranged,,,,Haseman,,
,424-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE IN STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Acad Staff,,
,424-301,GERMAN AUTHORS IN TRANSLATION:  (LIT-IN-TRANS),3,U,; (HU) RETAKABLE W/CHG IN TOPIC. PREREQ: JR ST & CONS INSTR. ONE COURSE IN 100-LEVEL LIT-IN-TRANS OR 200-LEVEL ENGLISH LIT ADVISABLE ; (255) ;,,Se 001,MWF,10:30am,,CRT,804,Watson-Madler,TOPIC: MODERN GERMAN DRAMA,
,424-326,THIRD YEAR COMPOSITION AND CONVERSATION,3,U,; ; PREREQ: GERMAN 204(P) OR EQUIV ; ; L&S CREDIT FOR EQUIVALENT PREPARATION,,Se 001,MWF,11:30am,,CRT,119,Watson-Madler,,
,424-360,GERMAN FOR INTERNATIONAL BUSINESS COMMUNICATION I,3,U,; ; PREREQ: GERMAN 204(P) OR EQUIV,,Se 001,MWF,12:30pm,,CRT,109,Acad Staff,,
,424-426,FOURTH-YEAR COMPOSITION AND CONVERSATION,3,U,; ; PREREQ: GERMAN 326(P) ; ; L&S CREDIT FOR EQUIVALENT PREPARATION,,Se 001,TR,9:30am,10:45am,CRT,303,Davis,,
,424-458,POST-WAR GERMAN LITERATURE: 1945-65,3,U,; ; PREREQ: GERMAN 221(P). GERMAN 321(R) & 322(R),,Se 001,MW,3:30pm,4:45pm,CRT,866,Watson-Madler,,
,424-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,424-647,THEMES AND MOTIFS IN GERMAN LITERATURE:,3,U/G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: JR ST; ONE COURSE FROM THE GROUP GERMAN 450-458(C),,Se 001,T,3:30pm,6:10pm,CRT,119,Schwertfeger,TOPIC: REPRESENTATIONS OF IDENTITY IN GERMAN LITERATURE,
#,424-706,PRACTICUM IN GERMAN LANGUAGE METHODOLOGY AND PEDAGOGY,1,G,; ; RETAKABLE TO 2 CR MAX. PREREQ: GRAD ST; MAFLL 706(C) OR CONS INSTR,,Se 001,,To be Arranged,,,,Bullock,,
,428-103,INTRODUCTION TO CLASSICAL GREEK I,4,U,; ; PREREQ: NONE,,Se 001,MTWR,10:30am,,CRT,109,Monti,,
#+,216-820,"TAX RESEARCH, PRACTICE, AND PROCEDURE",3,G,; ; PREREQ: GRAD ST; BUS ADM 405(P),e,Se 001,R,5:30pm,9:25pm,BUS,S263,Bauman,10 WK COURSE BEGINNING 9/7/00 & ENDING 11/9/00,
,428-502,READINGS IN ANCIENT GREEK POETRY:,3,U/G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: JR ST; GREEK 304(P) OR EQUIV PREP,,Se 001,MWF,11:30am,,CRT,866,Swanson,"TOPIC: HOMER, ILIAD",
,437-101,INTRODUCTION TO HEALTH AND DISEASE,2,U,; ; PREREQ: NONE,,Lc 401,R,10:30am,12:20pm,BUS,N140,Gratz,,
,437-102,HEALTH CARE DELIVERY IN THE UNITED STATES,3,U,; ; PREREQ: NONE,e,Lc 401,R,5:30pm,8:10pm,BOL,B95,Garber,,
,437-105,SURVEY OF THE HEALTH PROFESSIONS,3,U,; (SS) PREREQ: NONE,,Lc 401,M W,9:30am  9:30am,11:20am,BOL,B56 BOL,Gratz,,
,437-203,HUMAN LIFE CYCLE,3,U,; (SS) PREREQ: SOPH ST OR CONS INSTR,,Lc 401,TR,2:05pm,3:20pm,MER,131,Faculty,,
#,437-220,LEADING HEALTHCARE PROFESSIONALS,3,U,; ; PREREQ: HLTHSCI 105(P) OR CONS INSTR,,Lc 401,W,12:30pm,3:10pm,BOL,B56,Stegall,,
#,437-420,ADVANCED SYSTEMS THINKING FOR HEALTHCARE LEADERS,3,U/G,; ; PREREQ: SR ST; HLTHSCI 220(P) & 307(P); HIA 340(P); BUS ADM 330(P); OR CONS INSTR,,Lc 401,TR,9:30am,10:45am,BUS,N126,Stegall,,
,437-580,HEALTH CARE ADMINISTRATION INTERNSHIP,3,U,; ; PREREQ: SR ST IN B.S.H.S. PROG & CONS INTERNSHIP COORDINATOR,,La 801,,To be Arranged,,,,Madsen,,
,437-590,TOPICS IN HEALTH SCIENCES,3-Jan,U/G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 9 CR FOR GRAD STUDENTS. PREREQ: JR ST; CONS INSTR FOR GRAD CR,,,,,,,,,,
,430-222,LANGUAGE OF MEDICINE,3,U,; ; PREREQ: NONE ; ; NO DROPS ALLOWED AFTER 5TH WK,,,,,,,,,,
#+,216-826,TAX PLANNING FOR INDIVIDUALS,3,G,; ; PREREQ: GRAD ST; BUS ADM 820(C),e,Se 001,T,5:30pm,8:10pm,BUS,S233,Konkol,,
,430-224,INTRODUCTION TO MICROCOMPUTERS FOR ALLIED HEALTH PROFESSIONS,3,U,; ; PREREQ: PROFESSIONAL OR PREPROFESSIONAL STUDENT IN ALLIED HEALTH ; ; ENROL IN LC 401 & LA 801 OR 802; PREFERENCE WILL BE GIVEN TO STUDENTS IN THE OT PROFESSIONAL PROGRAM FOR LA 801; OTHERS ENROL IN LA 802,,,,,,,,,,
,430-250,ALLIED HEALTH INFORMATION METHODS,2,U,; ; PREREQ: SATISFACTION OF UWM'S ENGLISH COMPETENCY REQUIREMENT ; ; ENROL IN LC 403 & EITHER LA 801 OR 802,,,,,,,,,,
,430-251,HEALTH DOCUMENTATION,1,U,; ; PREREQ: NONE,e,Lc 401,W,6:00pm,6:50pm,END,189,Olewinski,,
,430-321,HEALTH INFORMATION MANAGEMENT AS A PROFESSION,1,U,; ; PREREQ: NONE,e,Lc 401,W,5:00pm,5:50pm,END,816,Lynch,,
,430-333,HEALTH INFORMATION PROFESSIONAL PRACTICE STANDARDS,2,U,; ; PREREQ: JR ST IN HIA OR CONS INSTR,,Lc 401,M,2:30pm,4:20pm,END,475,Gottschalk,,
,430-337,INTRODUCTION TO HEALTHCARE DATABASES AND TECHNOLOGIES,3,U/G,"; ; PREREQ: JR ST IN HIA OR HCA OR CONS INSTR, HIA 224(P)",e,Lc 401,MW,5:30pm,6:45pm,EMS,E180,Novogoratz,,
,430-350,HEALTHCARE REIMBURSEMENT SYSTEMS,3,U,; ; PREREQ: SR ST IN HIA OR HCA OR CONS INSTR,,Lc 401,TR,11:30am,12:45pm,HLT,180,Trinh,,
,430-411,DISEASE CLASSIFICATION SYSTEMS I,3,U,"; ; PREREQ: JR ST IN HIA PROG, & C L SCI 301-305(P); OR CONS INSTR",,Lc 401,W,1:30pm,4:20pm,END,955,Anderson,,
,430-421,OPERATIONS MANAGEMENT OF HEALTH INFORMATION CENTERS,3,U,; ; PREREQ: SR ST IN HIA OR CONS INSTR,,Lc 401,TR,1:30pm,2:45pm,END,475,Trinh,,
,430-442,HEALTHCARE DATABASE DESIGN AND MANAGEMENT,3,U/G,"; ; PREREQ: SR ST IN HIA, OR CONS INSTR; HIA 441(P)",e,Lc 402,R,5:00pm,7:50pm,MER,G42,Pemble,,
#+,216-828,"TAXATION OF PARTNERSHIPS, S CORPORATIONS, AND LLCS",3,G,; ; PREREQ: GRAD ST; BUS ADM 820(C),e,Se 001,W,5:30pm,8:10pm,BUS,S319,Ganswindt,,
,430-450,HEALTHCARE QUALITY MANAGEMENT,3,U,"; ; PREREQ: SR ST IN HIA OR HCA PROG & C L SCI 301-305(R), & HUM KIN 270(370)(R); OR CONS INSTR",,Lc 401,TR,3:00pm,4:15pm,END,189,Olewinski,,
,430-520,CLINICAL PRACTICUM,3,U,; ; PREREQ: SR ST IN HIA ; ; ENROL IN LC 401 & LA 801,,,,,,,,,,
,432-102,PERSPECTIVES ON HEALTH CARE SYSTEMS,2,U,; ; PREREQ: NONE,,Lc 400,T,3:00pm,4:50pm,CUN,151,Underwood,,
,432-103,FRESHMAN SEMINAR IN PROFESSIONAL NURSING,1,U,"; ; JOINTLY OFFERED WITH, & COUNTS AS REPEAT OF, FNDNURS 103 & HLTHRST 103. PREREQ: ADMIS TO PRENURSING PROG",,Lc 400,R,9:30am,,CUN,195,Sheil,,
#+,432-210,NURSING SCIENCE: CONCEPTS OF HEALTH PROMOTION,3,U,; ; PREREQ: ADMIS TO NURS MAJOR OR CONS INSTR,,Lc 400,MW,1:00pm,2:15pm,CUN,151,Johnson,,
#+,432-211,HEALTH ASSESSMENT,3,U,"; ; PREREQ: HLTHMNT 210(C) & FNDNURS 230(C), OR CONS INSTR ; ; ENROL IN LC 400 & ANY LA 800-808. LABS MEET W 9/6 10-12:00 CUN G40. PATHOGEN TRAINING TUE 9/5 FROM 12:30-2 IN UNION WI RM. NON-ATTENDANCE MAY RESULT IN LOSS OF THE LAB. NO LAB SECTIONS MEET 1ST WEEK.",,,,,,,,,,
,432-335,CLINICAL SKILLS DEVELOPMENT SEMINAR III,3,U,"; ; JOINTLY OFFERED WITH, & REPEAT OF FNDNURS 335 & HLTHRST 335. PREREQ: FNDNURS/HLTHMNT/HLTHRST 334(P), HLTHMNT 402(C) & 410(C); OR CONS INSTR ; ; FIRST MEETING: TUES 9/5 FROM 9:00-11 UNION MILWAUKEE ROOM. PATHOGEN TRAINING 12:30-2 UNION WISC RM. STUDENTS NEED TO ARRANGE FOR 90 HOURS FOR SERVICE, LEARNING, NLRC LAB ACTIVITIES. FAILURE TO ATTEND FIRST MEETING MAY RESULT IN FORFEITURE OF GROUP.",,,,,,,,,,
#,432-365,CURRENT TOPICS OF NURSING:,3-Jan,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 6 CR MAX. PREREQ: JR ST OR CONS INSTR,,,,,,,,,,
#+,432-402,CONCEPTS OF NURSING MANAGEMENT AND LEADERSHIP,3,U,; ; NO DEGREE CR TO STUDENTS WITH CR IN HLTHMNT 440. PREREQ: FNDNURS 230(P) AND FNDNURS/HLTHMNT/HLTHRST 334(C); OR CONS INSTR,,Se 001,MW,2:30pm,3:45pm,CUN,G40,Schmid,,
#+,432-410,NURSING SCIENCE: CONCEPTS IN COMMUNITY AND FAMILY HEALTH,3,U,; ; PREREQ: HLTHMNT 210(P) OR CONS INSTR,,Lc 400,MW,1:00pm,2:15pm,CUN,G40,Im,,
#+,216-831,MULTISTATE INCOME TAXATION,3,G,; ; PREREQ: GRAD ST,,Se 301,,To be Arranged,,,,Schadewald,"X WKS BEGINNING WEEK OF 10/30  INTERNET COURSE. THIS COURSE HAS AN ADDITIONAL FEE, ABOVE & BEYOND OTHER UWM TUITION CHARGES, THAT  WILL BE PAYABLE BY ALL ENROLLING STUDENTS. CONTACT SARAH SANDIN AT 229-5403 FOR ADD'L INFORMATION",
,432-727,EPIDEMIOLOGY,3,G,"; ; JOINTLY OFFERED WITH & COUNTS AS REPEAT OF FNDNURS 727 & HLTHRST 727. PREREQ: GRAD ST ; ; THIS COURSE HAS CHANGED FROM 2 TO 3 CREDITS, WITH CORRESPONDING INCREASE IN FEES, SINCE THE PRINTINGOF THE FALL SCHEDULE OF CLASSES",,,,,,,,,,
,432-758,FAMILY NURSE PRACTITIONER PRACTICUM II,5,G,; ; PREREQ: FNDNURS 767; FNDNURS 757; OR HLTHMNT 767; HLTHMNT 757; OR HLTHRST 767; HLTHRST 757; & FNDNURS 725 OR CONC REG,,La 800,,To be Arranged,,,,Fontana,,
,432-762,FAMILY THEORY AND INTERVENTION STRATEGIES FOR ADVANCED NURSING PRACTICE,3,G,; ; PREREQ: GRAD ST,e,Lc 400,T,4:30pm,7:10pm,CUN,G40,Ott,,
,432-768,FAMILY NURSE PRACTITIONER THEORY II,3,G,; ; PREREQ: FNDNURS 767; FNDNURS 757; OR HLTHMNT 767; HLTHMNT 757; OR HLTHRST 767; HLTHRST 757; & FNDNURS 725 OR CONC REG,e,Se 001,W,4:30pm,7:10pm,CUN,G40,Fontana,,
#,432-779,SPECIAL TOPICS SEMINAR,3-Jan,G,; ; MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST; CONS INSTR,,,,,,,,,,
,435-103,FRESHMAN SEMINAR IN PROFESSIONAL NURSING,1,U,"; ; JOINTLY OFFERED WITH, & COUNTS AS REPEAT OF, FNDNURS 103 & HLTHMNT 103. PREREQ: ADMIS TO PRENURSING PROG",,Lc 400,T,9:30am,,CUN,195,Schmid,,
,435-205,CLINICAL PHARMACOLOGY,2,U,; ; PREREQ: HLTHRST 320(C) OR CONS INSTR,,Lc 400,W,2:30pm,4:10pm,CUN,151,Faculty,,
#+,435-320,CONCEPTS OF ILLNESS I,3,U,"; ; PREREQ: ADMIS TO NURSING MAJOR OR RN STATUS, OR CONS INSTR",,Lc 400,TR,11:00am,12:15pm,CUN,151,Gaspard,,
#+,435-321,CONCEPTS OF ILLNESS II,3,U,"; ; PREREQ: HLTHRST 320(NP) & 205(NC), OR CONS INSTR",,Lc 400,TR,9:30am,10:45am,CUN,107,Gaspard,,
#+,435-322,NURSING SCIENCE: CONCEPTS FOR MANAGING ACUTE HEALTH PROBLEMS,3,U,; ; PREREQ: HLTHRST 205(C) & 321(C); OR CONS INSTR,,Lc 400,MW,1:00pm,2:15pm,CUN,107,White,,
#+,216-832,PROPERTY TAXATION,3,G,; ; PREREQ: GRAD ST,,Se 302,,To be Arranged,,,,Healy,"X WKS BEGINNING WEEK OF 10/30  INTERNET COURSE. THIS COURSE HAS AN ADDITIONAL FEE, ABOVE & BEYOND OTHER UWM TUITION CHARGES, THAT  WILL BE PAYABLE BY ALL ENROLLING STUDENTS. CONTACT SARAH SANDIN AT 229-5403 FOR ADD'L INFORMATION  ADD'L SPECIAL COURSE FEE: $1850.0",
#+,435-323,NURSING SCIENCE: CONCEPTS FOR MANAGING CHRONIC HEALTH PROBLEMS,3,U,; ; PREREQ: HLTHRST 205(P); HLTHRST 321(C) OR CONS INSTR,,Lc 400,TR,11:00am,12:15pm,CUN,107,Forbes,,
,435-334,CLINICAL SKILLS DEVELOPMENT SEMINAR II,3,U,"; ; JOINTLY OFFERED WITH, & REPEAT OF, FNDNURS 334 & HLTHMNT 334. PREREQ: FNDNURS/HLTHMNT/HLTHRST 233(P), HLTHRST 205(C), 321(C), & 322(C); OR CONS INSTR ; ; MANDATORY BLOODBORNE PATHOGEN TRAINING TUES 9/5 FROM 12:30-2:00 IN THE UNION WI ROOM. MANDATORY MEETING TUE 9/5 FROM 2:00-4:00 IN CUN G40. FAILURETO ATTEND OR INFORM STUDENT AFFAIRS MAY RESULT IN FORFEITURE OF LAB",,,,,,,,,,
,435-365,CURRENT TOPICS OF NURSING:,3-Jan,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO A 6 CR MAX. PREREQ: JR ST OR CONS INSTR,w,Se 001,S,8:30am,5:00pm,CUN,G40,Acad Staff,"TOPIC: PREPARING FOR THE NCLEX-RN  2 CR  4 SATURDAYS: 11/11, 11/18, 12/2, 12/9  OPEN TO SENIOR LEVEL STUDENTS ONLY",
#+,435-442,NURSING PRACTICE I,8,U,"; ; JOINTLY OFFERED WITH & REPEAT OF FNDNURS 442. PREREQ: HLTHRST 323(P), FNDNURS/HLTHRST/HLTHMNT 335(C), & HLTHMNT 402(C); OR CONS INSTR ; ; ENROL IN 1 LA & 1 DS WITH SAME MIDDLE DIGIT. TWO HRS/WK ALLOTTED TO INDEPENDENT STUDY. STUDENTS MUSTWEAR UNIFORMS. MANDATORY MEETING TUE 9/5, 8:30-12:30, CUN 795. FAILURE TO ATTEND MAY RESULT IN LOSS OF LAB.PATHOGEN TRAINING 9/5 12:30-2 UNION WI ROOM",,,,,,,,,,
,435-737,CLINICAL NURSE SPECIALIST: PRACTICUM I,2,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN FNDNURS OR HLTHMNT 737. PREREQ: HLTHMNT 754; HLTHRST 784 & 707; HLTHMNT 727; HLTHMNT 762 OR CONC REG,,Se 001,,To be Arranged,,,,Leske,,
,435-738,CLINICAL NURSE SPECIALIST: PRACTICUM II,2,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN FNDNURS 738 OR HLTHMNT 738. PREREQ: FNDNURS 737(P) OR HLTHMNT 737(P) OR HLTHRST 737(P); FNDNURS 725(C),,Se 001,,To be Arranged,,,,Miller,,
,435-739,CLINICAL NURSE SPECIALIST: PRACTICUM III,3,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN HLTHMNT 739 OR FNDNURS 739. PREREQ: FNDNURS 738(P) OR HLTHMNT 738(P) OR HLTHRST 738(P),,Se 001,,To be Arranged,,,,Miller,,
,435-753,PHYSIOLOGIC BASIS OF ADVANCED NURSING PRACTICE,3,G,; ; PREREQ: JOINTLY OFFERED WITH & COUNTS AS REPEAT OF FNDNURS 753 & HLTHMNT 753. PREREQ: GRAD ST; UNDERGRAD COURSE/CONTENT IN PATHOPHYSIOLOGY OR CONS INSTR,e,Lc 400,W,5:30pm,8:10pm,CUN,151,Porth,,
,435-779,SPECIAL TOPICS SEMINAR,3-Jan,G,; ; MAY BE REPEATED WITH CHANGE OF TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST; CONS INSTR,,,,,,,,,,
,435-784,ADVANCED NURSING PRACTICE INTERVENTIONS,3,G,"; ; JOINTLY OFFERED WITH & COUNTS AS REPEAT OF FNDNURS 784 & HLTHMNT 784. PREREQ: GRAD ST; FNDNURS/ HLTHMNT/HLTRST 735(P), 754(C) OR CONS INSTR",e,Lc 400,R,5:30pm,8:10pm,CUN,505,Hewitt,,
#+,216-834,INTERNATIONAL TAXATION,3,G,; ; PREREQ: GRAD ST; BUS ADM 820(C),e,Se 001,M,5:30pm,8:10pm,BUS,S165,Schadewald,,
,435-820,ANALYSIS OF NURSING PHENOMENA I,3,G,"; ; NOT OPEN TO STUDENTS WHO HAVE CR IN HLTHMNT OR FNDNURS 820 WHICH ARE IDENTICAL TO HLTHRST 820. PREREQ: ADMIS TO DOCTORAL PROG IN NURSING; FNDNURS, HLTHMNT OR HLTHRST 802",,Se 001,T,9:00am,11:50am,CUN,407,Leske,,
,440-101,FIRST SEMESTER HEBREW,4,U,; ; NOT OPEN TO NATIVE SPEAKERS OF HEBREW. MAY NOT BE TAKEN FOR CR BY STUDENTS WHO HAVE COMPLETED HEBR ST 051 OR 052. PREREQ: NONE,,Se 001,TR,11:30am,1:20pm,CRT,109,Loewenberg,,
,440-105,INTRODUCTION TO BIBLICAL HEBREW I,4,U,; ; PREREQ: NONE,,Se 001,TR,9:30am,11:20am,CRT,103,Loewenberg,,
,440-192,FRESHMAN SEMINAR:,3,U,; (HU) OPEN ONLY TO FRSHMEN. RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: NONE,,Se 001,MW,11:30am,12:45pm,CRT,219,Baum,TOPIC: LOOKING FOR GOD,
,440-254,SEMINAR IN ASPECTS OF JEWISH CULTURE:,3,U,; ; RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: NONE,e,Se 001,T,6:05pm,8:35pm,CRT,103,Mazor,TOPIC: CONTEMPORARY ISRAELI FILM,
,440-255,THE POLITICS OF AMERICAN JEWISH IDENTITY,3,U,; (HU) COUNTS AS A REPEAT OF HEBR ST 299 W/SAME TITLE. PREREQ: NONE,,Se 001,TR,11:05am,12:20pm,CRT,303,Wolf,,
,440-274,ANCIENT EGYPTIAN CIVILIZATION,3,U,; (HU) NOT OPEN TO STUDENTS W/CR IN HEBR ST 155 OR HIST 155. SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: NONE,,Se 001,MWF,10:30am,,MIT,195,Precourt,,
,440-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,440-299,AD HOC:,6-Jan,U,; ; RETAKABLE W/CHG IN TOPIC,,,,,,,,,,
,440-301,MODERN HEBREW LITERATURE I IN HEBREW,3,U,; (HU) NOT OPEN FOR CR TO STUDENTS W/CR IN HEBR ST 303. PREREQ: JR ST,,Se 001,TR,2:05pm,3:20pm,CRT,119,Mazor,,
#+,216-837,SALES AND USE TAXATION,3,G,; ; PREREQ: GRAD ST,,Se 301,,To be Arranged,,,,Healy,"X WKS BEGINNING WEEK OF 9/5  INTERNET COURSE. THIS COURSE HAS AN ADDITIONAL FEE, ABOVE & BEYOND OTHER UWM TUITION CHARGES, THAT  WILL BE PAYABLE BY ALL ENROLLING STUDENTS. CONTACT SARAH SANDIN AT 229-5403 FOR ADD'L INFORMATION  ADD'L SPECIAL COURSE FEE: $1850.0",
