code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
PHYS 595,PHYSICS TEACHING,3.00,,,,,,,,
PHYS 596,PHYSICS TEACHING,3.00,,,,,,,,
PHYS 800,GRADUATE RESEARCH,1.00,,,,,,,,
PLSH 102,INTRODUCTION TO POLISH LANGUAGE AND CUL,4.00,"* DISTRIBUTION COURSE: GROUP I
Study of Polish with emphasis on speaking and reading. Plsh 101 must be
completed to receive distribution credit.",001,TTH,01:00PM,02:20PM,,,"Koehler, Krzysztof"
POLI 209,INTRO TO CONSTITUTIONALISM AND MODERN POLI,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
Constitutionalism and authoritarianism from Machiavelli to Marx;
introduction to contemporary ideologies. Together with Poli 210 meets
state professional requirements for teachers.
A FOUNDATION COURSE.",001,MWF,09:00AM,09:50AM,CL,LEC,"Cuthbertson, Gilbert"
POLI 210,AMERICAN GOVT AND POLITICS,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
Major topics in American politics: public opinion, group politics,
political parties, elections, congressional-presidential-bureaucratic
politics, and judicial politics. Together with Poli 209 meets state
professional requirements for teachers.
Enrollment limited to 75.
A FOUNDATION COURSE.",001,TTH,10:50AM,12:05PM,PL,212,"Black, Earl"
POLI 306,DIRECTED READING II,3.00,See Poli 305.,,,,,,,
ARCH 700,PRACTICUM,0.00,"Full-time internship service in approved local offices under
interdisciplinary supervision. Emphasis on ""real world"" design,
planning, or research experiences. Special tuition. May be taken in
any semester or in summer.",,,,,,,
POLI 308,POLITICAL SCI INTERNSHIP II,1.00,"This course is the work component of the political science internship
program. Students will be required to submit weekly progress reports and
a final portfolio. Prereq- permission of instructor.",,,,,,,
POLI 317,CONGRESS,3.00,"* DISTRIBUTION COURSE: GROUP II
Examines the role of Congress in the American political system.
Attention is given to the historical development of Congress, the
current status of the Congress, and the functions of Congress in the
American political system.
Enrollment limited to 40.",001,MW,02:00PM,03:15PM,,,"Carman, Christopher"
POLI 334,PARTIES AND INTEREST GROUPS,3.00,"Examines the organization and behavior of political parties and interest
groups within the American political system.
Enrollment limited to 25.",001,TTH,10:50AM,12:05PM,BB,114,"Hamm, Keith"
POLI 337,BUREAUCRACY AND PUB POLICY,3.00,"* DISTRIBUTION COURSE: GROUP II
The role public bureaucracy plays in national policy-making process.
Sources of agency power are examined and then linked to different policy
outcomes.
Enrollment limited to 50.",001,TTH,09:25AM,10:40AM,SH,207B,"Carman, Christopher"
POLI 338,POLICY ANALYSIS,3.00,"This class familiarizes students with the analytical tools necessary for
evaluating and analyzing public policies.
Also offered as Sosc 301.
Enrollment limited to 30.",001,TTH,01:00PM,02:15PM,BB,102,"Ostdiek, Donald"
POLI 356,THE POLITICS OF LATIN AMERICAN ECONOMIC,3.00,"This course examines the evolution of economic development in Latin
America, focusing on its political foundations. Special attention will
be given to the interaction between economic growth and the construction
of democratic political institutions in Latin America.
Enrollment limited to 40.",001,MWF,10:00AM,10:50AM,BB,102,"Brown, David"
POLI 360,WESTERN EUROPEAN DEMOCRACIES,3.00,"* DISTRIBUTION COURSE: GROUP II
A survey of government and politics in Western European democracies,
with primary emphasis on Great Britain, France, and Germany
Enrollment limited to 40.",001,MWF,11:00AM,11:50AM,BB,102,"Ambler, John"
POLI 378,POLITICS OF AMER NATL SECURITY,3.00,"* DISTRIBUTION COURSE: GROUP II
Major issues of national security policy, including strategic doctrines,
policy-making processes on defense issues, arms control, and defense
of Europe. Not a Managerial Studies elective.
Enrollment limited to 75.",001,MWF,01:00PM,01:50PM,SH,301,"Stoll, Richard"
POLI 379,PROBLEMS IN INTERNATIONAL RELATIONS,3.00,"This course examines one or more current problems in the field of
International Relations. The content varies year to year.",001,TTH,09:25AM,10:40AM,BB,283,"Jungblutt, B"
POLI 395,INTRO TO STATISTICS,3.00,"Introduction to research design and quantitative methods used in
contemporary political science research. Students will apply the tools
of social science inquiry in a series of projects designed to examine
political attitudes and behavior.
Enrollment is limited to 13.",001,TTH,10:50AM,12:05PM,BB,102,"Engstrom, Richard"
ARCH 701,PRE-THESIS PREPARATION,3.00,,,,,,,,
POLI 406,SENIOR THESIS,3.00,See Poli 405.,001,,,,,,"Stoll, Richard"
POLI 425,POLITICAL SOCIOLOGY,3.00,"* DISTRIBUTION COURSE: GROUP II
Examination of ethnic, economic, gender, and religious conflict, the
tension between individualism and a quest for community, the influence
of money on policy, the ""culture wars"", the social bases of political
parties, and other topics of current interest.
Also offered as Soci 425.
Enrollment is limited to 15.",001,TTH,09:25AM,10:40AM,SH,560,"Davidson, Chandler"
POLI 430,SEMINAR IN TEXAS POLITICS,3.00,"Research seminar in the history of Texas politics.
Prereq- written permission of instructor.
Enrollment is limited to 15.",001,TH,07:00PM,10:00PM,BB,283,"Cuthbertson, Gilbert"
POLI 435,POLITICAL PARTICIPATION,3.00,"This course will consider normative issues, theories and empirical
evidence relating to the value, meaning and consequences of political
participation, with readings taken from American and comparative
politics.
Enrollment is limited to 13.",001,M,01:30PM,04:30PM,BB,283,"Alford, John"
POLI 462,COMPARATIVE PUBLIC POLICY,3.00,"Seminar examining the process and substance of public policy across
nations, with emphasis on social policy in industralized democracies.
Prereq- permission of instructor. Enrollment limited to 13.",001,T,07:00PM,10:00PM,BB,283,"Ambler, John"
POLI 464,POLITICAL ECONOMY OF DEV,3.00,"A central priority developing nations face today concerns establishing
economic growth. How best to achieve strong economic performance has
both an economic and political dimension. This course seeks a
rudimentary understanding of economic growth, concentrating on its
political determinants.
Enrollment is limited to 13.",001,W,01:30PM,04:30PM,BB,114,"Brown, David"
POLI 470,TOPICS-INTERNATIONAL RELATIONS,3.00,"Topic varies from year to year. May be repeated for credit. Prereq-
permisssion of the instructor. Enrollment limited to 13.",001,TH,01:30PM,04:30PM,BB,283,"Morgan, Cliff"
POLI 503,TOPICS IN METH AND DATA ANALYSIS,3.00,"Applications of least squares and general linear model.
Also offered as Stat 503.
Enrollment limited to 13.",001,TTH,10:50AM,12:05PM,BB,283,"Brace, Paul"
POLI 520,APPROACHES TO COMPARATIVE GOVERNMENT,3.00,"Core graduate course analyzing basic approaches to the study of
comparative government. Open to qualified undergraduates with
permission of instructor.
Enrollment limited to 13.",001,F,01:30PM,04:30PM,BB,283,"Stevenson, Randolph"
POLI 527,INSTITUTIONAL ANALYSIS AND DESIGN,3.00,"Examination of applications of organization theory to the study of
American political institutions.
Limited enrollment to 15.",001,W,01:30PM,04:30PM,BB,283,"Wilson, Rick"
ARCH 702,PRE-THESIS PREPARATION,3.00,,001,W,07:00PM,10:00PM,,,"El-Dahdah, Fares"
POLI 532,COMPARATIVE LEGISLATURES,3.00,"Provides the student with the basic concepts and theories necessary to
understand the functions and orgaization of
legislatures/parliaments/assemblies in democratic societies. This course
takes a broad-based perspective, including research that focuses on
national parliments and U.S. state legislatures. Prereq-permission of
the instructor. Enrollment limited to 13.",001,T,01:30PM,04:30PM,BB,283,"Hamm, Keith"
POLI 533,ADVANCED TOPICS IN POLITICAL BEHAVIOR,3.00,"Graduate research seminar in the subfield of political behavior. Content
varies from year to year. Prereq- permission of instructor. Enrollment
to 13",,,,,,,
POLI 570,SEMINAR IN INTER-NATIONAL CONFLICT,3.00,"Graduate oriented seminar that reviews literature in international
conflict; emphasis on formal theories and quantitative analysis of the
causes of international conflict. Students without a background in
mathematics and/or statistics will be at a serious disadvantage.
Enrollment limited to 15. Prereq-: at least on course using quantitative
analysis and permission of instructor.",001,T,01:30PM,04:30PM,,,"Stoll, Richard"
POLI 592,DIRECTED READING METHODOLOGY,3.00,,,,,,,,
POLI 594,DIRECTED READING-AMER POLITICS,3.00,,,,,,,,
POLI 596,DIR READ-INTERN'L RELATIONS,3.00,,,,,,,,
POLI 598,DIR READ-COMPARATIVE POLITICS,3.00,,,,,,,,
POLI 599,TEACHING POLITICAL SCIENCE,1.00,"This course prepares graduate students to design and teach classes at
the college level.
Prereq- Approval of instructor.",,,,,,,
POLI 600,M A RESEARCH AND THESIS,1.00,Research and thesis for resident students.,,,,,,,
POLI 800,PHD RESEARCH AND THESIS,1.00,,,,,,,,
ARCH 706,WRITTEN THESIS,10.00,,,,,,,,
PORT 102,INTRODCUTION TO PORTUGUESE LANGUAGE AND CU,4.00,"* DISTRIBUTION COURSE: GROUP I
Introduction to the study of the Portuguese language with emphasis on
development of audiolingual skills. Language laboratory work required.",,,,,,,
PSYC 101,INTRODUCTION TO PSYCHOLOGY,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
Overview of current research and theory in a variety of subareas of
psychology.
A FOUNDATION COURSE.",,,,,,,
PSYC 102,READINGS IN INTRO PSYCHOLOGY,1.00,"* DISTRIBUTION COURSE: GROUP II
An optional discussion section accompanying Psyc 101 for the discussion
of theoretical and research papers in general psychology.
Concurrent registration in Psyc 101 required.",,,,,,,
PSYC 203,INTRODUCTION COGNITIVE PSYC,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP II
An introduction to topics in cognitive psychology including perception,
memory, psycholinguistics, problem solving and decision making.
Prereq- Psyc 101.
A FOUNDATION COURSE.",001,TTH,10:50AM,12:05PM,SH,301,"Ro, Tony"
PSYC 231,INDUS. AND ORGANIZATIONAL PSYC,3.00,"* DISTRIBUTION COURSE: GROUP II
An overview of the principles, techniques, and theories of psychology
applied in the industrial setting.
Prereq- Psyc 101.",001,TTH,08:00AM,09:15AM,SH,301,"Dipboye, Robert"
PSYC 329,PSYCHOLOGICAL TESTING,3.00,"Techniques for measuring individual differences and critical review of
theories of individual differences in intelligence and personality.
Prereq- Psyc 101, 339 and permission of instructor..
Limit 50.",001,MWF,03:00PM,03:50PM,SH,307,"Tonidandel, Scott"
PSYC 332,ABNORMAL BEHAVIOR,3.00,"* DISTRIBUTION COURSE: GROUP II
The course presents an eclectic, empirically-based exploration of the
subject of abnormal psychology and explores topics and theories in the
light of research findings.
Prereq- Psyc 101, 202 and permission of instructor.
Enrollment limited to 50.",001,TTH,01:00PM,02:15PM,SH,309,"Burnett, Sarah"
PSYC 340,RESEARCH METHODS,4.00,"A continuation of Psyc 339 with a strong emphasis on individual student
experiments and the writing of research reports.
Prereq- Psyc 101, 339.
Enrollment limited to 20.
Course is limited to graduating seniors. All others must be considered
and approved by the Psychology chair.",001,TTH,09:25AM,10:40AM,SH,460,"Hebl, Mikki"
PSYC 430,COMPUTATIONAL MODELING,3.00,"A survey of computational approaches to cognitive processes.
The emphasis will be on recent production models, but other
approaches will be covered as well. The course will involve evaluation
of existing models and hands-ons experience in modeling.
Prereq-Comp 210 or permission of instructor. Also offered as Csci 410.",001,TH,03:00PM,05:20PM,,,"Byrne, Michael"
PSYC 440,ADVANCED SEMINAR IN GENERAL PSYCHOLOGY,3.00,"Extensive reading and through discussion of empirically oriented issues
drawn from various areas of psychology. The course focuses on a broad
sample of topics typically discussed in Introductory Psychology and is
particularly recommended for those students planning graduate work in
psychology. Open to senior level majors.
Prereq- permission of instructor",001,T,02:30PM,05:00PM,SH,562,"Brelsford, John"
ANTH 280,ANTHROPOLOGY OF THE MIDDLE EAST,3.00,"* DISTRIBUTION COURSE: GROUP II
This course provides an introduction to and critical examination of the
extensive ethnographic literature written by sociocultural
anthropolgists on the peoples and cultures of the Middle East (including
North Africa). Major themes of this literature are reviewed and
analyzed, and current trends are studied by reading recent works.",,,,,,,
ARCH 711,SPECIAL PROJECTS,0.00,"Independent research or design arranged in consultation with a faculty
member subject to approval of the student's faculty advisor and
director.",,,,,,,
PSYC 480,ADVANCED TOPICS,3.00,"Section 1: Consciousness
Section 2: Health Beliefs",001,W,02:30PM,05:00PM,,,"Watkins, Michael"
PSYC 485,SUPERVISED RESEARCH,3.00,"Supervised empirical research.
Limited to psychology majors.
Prereq-permission of instructor.",001,T,07:00PM,08:00PM,,,"Brelsford, John"
PSYC 488,SUPERVISED READING,3.00,"Supervised reading and discussion of published work in psychology.
Limited to psychology majors.
Prereq- permission of instructor.",001,T,07:00PM,08:00PM,,,"Brelsford, John"
PSYC 499,SENIOR THESIS,3.00,"Prereq- 101, 339, 340 and permission of instructor.",,,,,,,
PSYC 503,ADV PSYCHOLOGICAL STATISTICSII,3.00,"A continuation of Psyc 502, focussing on multiple regression. Other
multivariate techniques and distribution-free statistics are also
covered.
Also offered as Stat 510.",,,,,,,
PSYC 524,MEMORY,3.00,"Overview of the issues and research in remembering and forgetting.
Offered in alternate years.",001,W,02:00PM,05:00PM,SH,462,"Watkins, Michael"
PSYC 525,PSCHOLINGUISTICS,3.00,,,,,,,,
PSYC 528,COGNITIVE NEUROPSYCHOLOGY,3.00,"Study of the implications of neuropsychological data for cognitive
theory.",001,T,03:00PM,05:30PM,SH,462,"Martin, Randi"
PSYC 529,COGNITIVE RESEARCH SEMINAR,1.00,"A weekly student-staff seminar on current and recent research about
mental phenomena.",,,,,,,
PSYC 533,I/O PSYC RESEARCH SEMINAR,3.00,"A weekly meeting of student-staff to discuss current and recent research
in I/O Psychology.",001,F,01:00PM,04:00PM,SH,462,"Dipboye, Robert"
ARCH 714,INDEPENDENT DESIGN PROJECTS,3.00,,,,,,,,
PSYC 543,COMPUTATIONAL MODELING COGNITIVE PROCES,3.00,"A survey of computational approaches to modeling cognitive processes.
Recent production system models will be emphasized, but other approaches
(e.g. connectionism) will also be covered. The course will involve
general
general model evaluation and hands-on modeling experience.",001,TH,03:00PM,05:20PM,SH,462,"Byrne, Michael"
PSYC 550,FOUNDATIONS OF SOCIAL PSYCHOLOGY,3.00,"Review of theories of social psychology with an emphasis on current
empirical research.",001,TH,12:00PM,03:00PM,SH,462,"Schneider, David"
PSYC 555,SECOND YEAR GRADUATE RESEARCH,3.00,,,,,,,,
PSYC 561,TEACHING IN PSYCHOLOGY,3.00,"Assistance in the teaching of undergraduate and occasionally graduate
courses in psychology.",,,,,,,
PSYC 571,FIRST YEAR PROJECT,3.00,"An individual research project undertaken in the Spring of the first
year of the graduate program.",,,,,,,
PSYC 572,SECOND YEAR PROJECT,3.00,"An individual project undertaken during each semester of the second year
of the graduate program.",,,,,,,
PSYC 573,NON-THESIS GRADUATE RESEARCH,1.00,Individual research not for first or second year project or for thesis.,,,,,,,
PSYC 610,ADVANCED RESEARCH SEMINAR,1.00,Weekly lunch-time talk by department graduate students and faculty.,,,,,,,
PSYC 620,TOPICS IN COGNITIVE PSYC,3.00,Section 1: Emotion and Motivation.,001,T,12:00PM,03:00PM,SH,462,"Potts, Geoff"
PSYC 628,MEMORY RESEARCH SEMINAR,1.00,A weekly seminar to discuss recent research in human memory.,001,M,12:00PM,03:00PM,SH,462,"Watkins, Michael"
ARCH 800,GRADUATE RESEARCH,3.00,,,,,,,,
PSYC 629,PSYCHOLINGUISTICS RESEARCH SEM,1.00,A weekly seminar to discuss recent research in psycholinguistics.,,,,,,,
PSYC 630,TOPICS IN I/O PSYCHOLOGY:,3.00,,,,,,,,
PSYC 700,THESIS RESEARCH,1.00,Research for the masters thesis.,,,,,,,
PSYC 800,DISSERTATION RESEARCH,3.00,Research for the doctoral dissertation.,,,,,,,
RELI 122,THE BIBLE AND ITS INTERPRETERS,3.00,"* DISTRIBUTION COURSE: GROUP I
Seeks to acquaint students with the principal parts of the Hebrew
Bible/Old Testament and to provide some exposure to the different ways
in which the Bible has been interpreted, from late Antiquity to modern
times. Compares a modern-critical reading with early Jewish and
Christian, often fanciful, elaborations of the same biblical tales and
and figures.",001,MWF,01:00PM,01:50PM,SH,303,"Henze, Matthias"
RELI 262,MYSTICISM: TEXTS AND METHODS,3.00,"* DISTRIBUTION COURSE: GROUP I
Familiarize the student with diverse texts (secular and religious, East
and West) found in mystical literature. Emphasis will be placed on
psychological, philosophical and comparative methods. Offered with
additional work as Reli 582.",001,TTH,09:25AM,10:40AM,SH,562,"Parsons, William"
RELI 282,INTRODUCTION TO CHRISTIANITY,3.00,"* DISTRIBUTION COURSE: GROUP I
Multidisciplinary exploration of Christian religious experience, belief,
and social reality with examples from Africa, the Americas, Asia, and
Europe during the last two thousand years. Themes include search for
lasting marks of identity amid change and diversity as well as the
issue of Christianity's relation to processes of modernization and
secularization. No prior background in religious studies required.",,,,,,,
RELI 293,PHILOSOPHERS LOOK AT RELIGION,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP I
Also offered as Huma 115.",001,TTH,09:25AM,10:40AM,SH,207B,"Wyschogrod, Edith"
RELI 300,ART AND THE WORLD'S RELIGIONS,3.00,"* DISTRIBUTION COURSE: GROUP I
Art is presented as a way of thinking about reality. Slide-illustrated
lectures will involve visual formulations of : Origination, history,
destiny, society, the individual, sexuality, gender, power, and the end
of the world. Also offered as HART 300.",001,T,07:00PM,10:00PM,MECN,100,"McEvilley, Thomas"
RELI 302,JEWISH-CHRISTIAN DIALOGUE,3.00,"* DISTRIBUTION COURSE: GROUP I
Course examines Judaism and Christianity, and the often conflictual
relations between the two faiths. It proceeds both historically,
tracing their relation from the split that occurred in the first century
CE through the Middle Ages into the post-holocaust era, and
thematically, focusing on the nature of dialogue, Pharisaism and
Christian anti-Pharisaism, Jewish and Christian sexual ethics, visions
of redemption, Jewish responses to incarnation and Christian mission,
medieval disputations between church and synagogue (Barcelona
disputation: 1263), renewal and reform, holocaust, ecumenism. Lecture
and discussion format.
Enrollment is limited to 40.",,,,,,,
ARTS 206,PHOTOGRAPHY II,3.00,"* DISTRIBUTION COURSE: GROUP I
Second semester photography. Continuation of Arts 205.",001,T,01:00PM,04:00PM,MECN,100,"Winningham, Geoff"
RELI 308,CANONICAL GOSPELS: NARRATIVE AND SOC SETTI,3.00,"* DISTRIBUTION COURSE: GROUP I
Exploration of the four separate story worlds of Mark, Matthew, Luke,
and John. The primary objective is to read each gospel as an integral
narrative in its own right. A secondary objective is to reflect on the
historical circumstances that gave rise to each gospel composition.",001,MWF,03:00PM,03:50PM,SH,562,"Kelber, Werner"
